time,motor1,motor2,motor3
16375,344,315,335
16381,344,314,336
16387,344,313,337
16393,344,311,339
16399,344,310,340
16405,344,308,342
16411,344,307,343
16417,344,307,344
16424,345,306,345
16430,346,305,345
16436,347,303,347
16442,348,300,348
16448,350,298,349
16454,351,296,350
16460,349,297,350
16466,348,299,349
16472,346,301,349
16478,344,303,348
16484,342,305,348
16490,341,305,348
16496,341,305,348
16504,340,306,347
16510,340,307,347
16516,339,308,347
16522,338,310,346
16528,338,311,346
16535,337,312,345
16541,337,311,346
16547,337,311,346
16553,337,310,347
16559,337,309,347
16565,337,309,348
16571,337,309,348
16577,337,309,348
16584,336,310,347
16590,336,311,347
16596,335,313,346
16602,335,314,345
16608,334,315,344
16614,334,317,343
16620,333,318,343
16626,332,319,342
16632,332,321,342
16638,331,322,341
16644,330,323,341
16650,330,324,340
16656,330,325,340
16663,329,326,339
16669,329,327,338
16675,328,328,337
16681,327,330,337
16687,327,331,336
16693,326,332,335
16699,326,333,335
16705,325,334,335
16711,325,334,335
16717,324,335,335
16723,324,336,335
16729,323,336,334
16735,323,337,334
16743,322,338,335
16749,322,338,335
16755,321,339,335
16761,320,339,336
16768,319,340,336
16775,318,341,336
16781,318,341,336
16787,318,341,336
16793,317,342,336
16799,317,342,336
16805,317,342,336
16811,316,342,336
16817,316,342,336
16823,315,343,337
16829,314,343,337
16835,313,344,337
16841,312,345,338
16847,311,345,338
16854,310,346,338
16860,310,346,338
16866,310,346,338
16872,309,346,339
16878,309,346,339
16884,309,346,339
16890,309,346,340
16896,309,346,340
16904,310,345,341
16910,310,345,341
16916,310,344,341
16922,311,343,341
16928,311,343,341
16934,311,342,341
16940,311,342,341
16946,311,342,341
16952,310,343,342
16958,309,343,342
16964,308,344,342
16970,307,345,343
16976,306,346,343
16982,305,347,343
16989,305,348,344
16995,305,348,344
17001,304,348,344
17007,304,348,344
17013,304,348,344
17019,303,348,344
17025,303,348,344
17031,302,349,344
17037,301,350,344
17043,300,351,344
17049,299,353,344
17055,298,354,344
17063,297,356,343
17069,295,357,343
17075,294,359,343
17081,292,361,342
17087,290,363,342
17093,288,365,342
17099,287,367,342
17105,287,368,342
17111,288,367,341
17117,291,365,340
17123,294,363,339
17129,298,360,337
17135,301,358,336
17142,304,355,335
17148,305,355,334
17154,306,355,333
17160,306,355,332
17166,307,355,331
17172,308,355,330
17178,309,355,329
17184,310,355,328
17190,311,356,327
17196,311,356,326
17202,312,357,324
17208,313,358,322
17214,314,359,320
17221,315,361,319
17227,317,361,317
17233,318,362,315
17239,320,362,313
17245,322,362,311
17251,323,363,309
17257,325,363,307
17263,327,364,305
17270,328,363,304
17276,330,362,302
17282,333,362,301
17288,336,361,299
17294,339,360,298
17302,342,359,296
17308,344,359,294
17314,346,360,291
17320,348,360,289
17326,350,360,287
17332,352,360,284
17338,354,360,282
17344,357,360,281
17350,358,359,280
17356,360,359,279
17362,362,358,278
17368,364,357,277
17374,366,356,276
17382,369,355,276
17388,372,355,274
17394,375,355,272
17400,378,355,270
17406,381,355,268
17412,384,355,266
17418,387,354,264
17424,387,354,262
17430,386,353,262
17436,385,353,264
17442,384,352,265
17448,383,351,267
17454,382,351,268
17460,381,350,270
17466,380,350,271
17472,380,350,271
17478,381,349,271
17484,381,349,271
17490,382,348,271
17496,383,347,271
17502,383,347,271
17510,383,346,272
17516,382,345,273
17522,380,344,275
17528,379,343,277
17534,377,342,279
17540,376,341,281
17546,375,340,283
17552,375,340,283
17558,376,339,282
17564,379,339,280
17570,383,338,278
17576,386,337,276
17582,389,337,274
17590,391,336,273
17596,388,336,276
17602,384,336,279
17608,381,336,282
17614,377,336,285
17620,374,335,288
17626,374,335,289
17632,374,335,289
17638,373,336,290
17644,371,336,291
17650,368,337,292
17656,365,338,294
17662,362,339,295
17670,359,340,296
17676,358,340,298
17682,357,340,299
17688,355,340,301
17694,354,340,302
17700,352,340,304
17707,351,339,305
17713,350,339,306
17719,349,338,307
17725,347,338,309
17731,344,338,311
17737,342,338,313
17743,340,338,315
17750,338,339,316
17756,337,339,318
17762,336,339,319
17768,335,339,320
17774,333,339,321
17780,332,339,323
17786,331,339,324
17792,330,339,325
17798,329,340,326
17804,326,340,328
17810,324,341,330
17816,321,341,332
17822,319,342,334
17829,316,343,336
17835,315,343,337
17841,313,343,339
17847,312,344,340
17853,310,344,342
17859,308,345,343
17865,306,345,344
17871,305,345,345
17878,306,346,344
17884,306,346,344
17890,307,346,343
17896,307,346,342
17902,308,346,342
17908,307,347,341
17914,306,347,342
17920,305,347,342
17926,304,348,343
17932,303,348,344
17938,302,349,344
17944,301,349,345
17950,301,349,345
17956,300,350,345
17963,300,350,345
17969,300,350,345
17975,300,351,345
17981,300,351,345
17988,299,352,346
17994,299,352,346
18000,298,352,346
18006,298,352,346
18012,297,352,346
18018,297,352,346
18024,297,352,346
18030,297,352,346
18036,297,352,346
18042,298,352,345
18048,300,352,343
18054,303,352,341
18060,305,352,338
18066,308,352,336
18072,310,352,333
18078,311,352,332
18084,312,352,331
18091,312,352,331
18097,312,352,330
18103,313,352,330
18109,313,352,329
18115,313,352,329
18121,312,353,329
18127,312,353,329
18134,311,354,329
18140,311,355,329
18146,310,356,329
18152,310,356,329
18158,310,356,329
18164,311,357,328
18170,311,357,328
18176,311,357,328
18182,311,357,327
18188,311,357,327
18196,310,358,326
18202,310,358,326
18208,310,359,326
18214,309,360,325
18220,309,361,325
18226,309,362,325
18232,309,362,325
18238,309,362,325
18244,310,361,324
18250,311,361,324
18256,312,360,323
18262,313,360,322
18268,315,359,321
18275,316,360,320
18281,316,360,320
18287,316,360,319
18293,316,361,319
18299,316,361,318
18305,316,361,318
18311,316,361,317
18317,316,361,317
18323,316,362,316
18329,316,362,316
18335,316,362,316
18341,316,363,315
18347,316,363,315
18355,316,364,314
18361,316,364,314
18367,316,365,313
18373,316,366,312
18379,316,367,312
18385,316,368,311
18391,316,369,311
18397,316,369,311
18403,317,369,310
18409,317,369,310
18415,317,369,310
18421,318,369,309
18427,318,369,309
18433,318,369,309
18439,317,370,308
18445,317,371,308
18451,317,371,308
18457,317,372,307
18463,317,373,307
18469,317,373,307
18475,317,373,307
18483,318,372,308
18489,318,372,308
18495,318,371,308
18501,319,370,309
18507,319,369,309
18514,320,368,309
18520,320,368,308
18526,321,368,307
18532,322,368,306
18538,322,368,305
18544,323,368,304
18550,323,369,304
18556,323,369,304
18564,324,368,305
18570,324,367,305
18576,325,366,305
18582,326,365,306
18588,326,364,306
18595,328,364,305
18601,329,363,305
18607,330,362,305
18613,331,361,305
18619,332,360,304
18625,333,359,304
18631,334,359,304
18637,334,358,304
18643,335,357,303
18649,337,355,303
18655,340,353,302
18661,343,351,301
18667,346,349,301
18673,348,347,300
18679,350,346,300
18685,350,346,300
18691,351,345,301
18697,352,344,301
18703,353,342,301
18709,355,341,301
18715,356,339,301
18723,357,338,302
18729,357,337,302
18735,356,337,303
18741,356,336,304
18747,356,335,305
18753,356,334,306
18759,356,334,306
18765,356,333,306
18771,357,332,307
18777,359,330,307
18783,361,327,308
18789,363,324,309
18795,366,321,309
18802,367,319,310
18808,369,317,310
18814,371,315,310
18820,373,313,310
18826,375,311,310
18832,377,309,310
18838,379,307,310
18844,381,306,310
18850,381,306,311
18856,380,306,311
18862,380,306,312
18868,379,306,312
18874,379,306,313
18880,378,306,313
18886,378,305,314
18892,379,303,315
18898,379,302,316
18904,380,301,317
18910,380,299,318
18916,381,298,319
18922,381,298,319
18930,380,299,320
18936,379,300,320
18942,377,301,320
18948,376,302,320
18954,374,303,320
18962,372,304,321
18968,372,304,321
18974,372,303,321
18980,372,303,322
18987,372,303,322
18993,372,303,322
18999,372,303,322
19005,372,303,322
19011,371,304,323
19017,369,304,324
19023,367,305,325
19030,365,306,326
19036,363,306,327
19043,362,308,329
19049,360,308,330
19055,359,308,331
19061,358,308,332
19067,356,308,333
19073,355,308,334
19079,354,308,334
19085,353,308,334
19091,352,309,334
19097,350,311,334
19103,348,313,334
19109,346,314,334
19115,345,316,334
19121,343,318,334
19128,342,319,335
19134,340,319,335
19140,339,320,336
19146,338,321,336
19152,336,322,337
19158,335,323,337
19164,334,323,337
19170,334,324,338
19176,330,327,339
19182,326,330,341
19188,322,333,342
19194,318,336,344
19202,315,339,346
19208,311,341,348
19214,307,344,351
19220,303,346,353
19226,299,349,356
19232,295,351,358
19238,291,354,361
19244,288,356,361
19250,285,357,360
19256,288,357,357
19262,292,357,353
19268,296,358,349
19274,300,358,345
19280,303,358,341
19286,303,358,337
19292,303,358,334
19298,302,359,333
19304,301,361,333
19310,299,363,333
19316,297,365,333
19322,295,367,333
19330,294,369,332
19336,296,368,331
19342,299,367,329
19348,301,366,328
19354,303,365,326
19360,305,365,325
19366,306,365,324
19372,306,365,324
19378,307,366,323
19384,307,366,323
19390,307,367,322
19396,307,368,321
19402,307,369,320
19409,308,370,318
19415,308,370,318
19421,308,370,317
19427,309,370,317
19433,309,370,316
19439,310,370,315
19445,310,371,315
19451,310,371,315
19457,311,372,314
19463,312,372,313
19469,313,372,312
19475,314,372,311
19481,315,372,310
19488,316,372,308
19494,317,372,308
19500,317,372,307
19506,318,372,307
19512,319,372,306
19518,319,372,305
19524,320,372,304
19530,320,372,304
19536,321,371,305
19542,322,370,305
19548,324,368,305
19554,325,366,305
19560,327,364,305
19567,329,362,305
19573,329,362,305
19579,329,362,305
19585,329,362,305
19591,329,362,305
19597,329,362,305
19603,330,361,305
19609,330,361,305
19616,331,360,305
19622,331,360,305
19628,332,359,305
19634,333,358,305
19640,333,358,305
19648,334,357,304
19654,335,357,304
19660,336,357,303
19666,337,357,302
19672,338,357,302
19678,339,356,301
19684,339,356,301
19690,340,356,301
19696,339,355,302
19702,339,355,302
19708,339,355,302
19714,339,354,302
19720,339,354,303
19728,339,355,302
19733,339,355,302
19739,339,355,302
19745,339,356,301
19751,339,356,301
19757,339,356,301
19763,339,356,301
19769,339,356,301
19776,340,357,300
19782,340,357,300
19788,340,357,299
19794,341,357,299
19800,341,357,298
19808,342,358,298
19814,342,358,297
19820,342,358,296
19826,343,359,295
19832,343,359,295
19838,343,359,294
19844,343,359,294
19850,343,359,294
19856,343,360,294
19862,343,360,294
19868,343,360,294
19874,343,360,294
19880,343,360,294
19886,343,360,294
19892,343,360,294
19898,343,360,294
19904,342,361,293
19910,342,361,293
19916,342,361,293
19922,342,361,293
19928,342,361,293
19936,341,360,294
19942,341,360,294
19948,340,359,295
19954,340,359,296
19960,339,358,297
19966,339,358,298
19972,339,358,299
19978,339,358,299
19984,339,357,300
19990,339,357,300
19996,339,356,301
20002,339,355,301
20008,339,355,302
20016,340,354,303
20022,340,353,303
20028,341,352,304
20034,341,351,304
20040,342,350,305
20046,342,349,305
20052,342,348,305
20058,342,348,305
20064,341,347,306
20070,341,346,307
20076,341,345,309
20082,341,343,310
20088,341,342,312
20096,340,341,314
20102,340,340,315
20108,339,339,316
20114,339,338,318
20120,338,337,319
20126,338,336,321
20132,338,335,322
20139,338,334,322
20145,337,333,323
20151,337,332,324
20157,336,332,326
20163,336,331,327
20169,335,330,328
20175,335,328,330
20182,335,327,332
20188,335,325,333
20194,335,323,335
20200,335,321,337
20206,334,320,339
20212,334,319,341
20218,334,319,341
20224,333,318,342
20230,332,318,344
20236,331,317,346
20242,330,316,348
20248,328,315,350
20256,327,314,353
20262,326,313,355
20268,325,312,357
20274,324,310,359
20280,323,309,362
20286,322,308,364
20292,321,307,367
20298,321,307,367
20304,320,308,368
20310,320,308,368
20316,319,308,369
20322,318,309,370
20328,317,309,370
20335,316,308,372
20341,315,308,373
20347,314,308,374
20353,313,307,375
20359,312,307,377
20365,312,307,378
20371,311,307,379
20377,311,307,379
20383,310,308,378
20389,310,310,377
20395,310,311,375
20401,310,313,373
20407,309,315,371
20414,309,317,370
20420,308,317,370
20426,307,317,370
20432,306,318,370
20438,305,318,370
20444,304,318,370
20450,304,319,370
20456,304,319,370
20463,305,320,369
20469,305,321,368
20475,306,322,366
20481,306,323,365
20487,307,324,363
20493,307,325,361
20499,307,326,360
20505,307,327,360
20511,306,328,359
20517,306,329,359
20523,306,330,358
20529,305,331,357
20535,305,332,357
20542,306,333,355
20548,307,334,353
20554,308,335,350
20560,309,337,348
20566,310,338,346
20572,311,339,343
20578,311,341,341
20584,311,342,341
20590,312,343,340
20596,313,344,338
20602,314,346,336
20608,314,347,334
20614,315,348,331
20622,317,351,329
20628,317,352,327
20634,318,353,325
20640,319,355,322
20646,320,356,320
20652,321,357,318
20658,322,359,316
20664,322,359,314
20670,323,360,313
20676,324,360,312
20682,325,360,311
20688,326,360,310
20694,327,360,309
20702,329,361,308
20708,330,361,306
20714,331,362,304
20720,333,363,302
20726,334,363,300
20732,335,364,298
20738,336,364,297
20744,336,364,296
20750,337,365,295
20756,337,365,295
20762,338,365,294
20768,338,365,293
20774,339,365,293
20782,340,366,292
20788,341,366,290
20794,342,367,289
20800,344,368,287
20806,345,368,286
20812,347,369,284
20818,347,369,283
20824,347,369,283
20830,346,368,284
20836,346,367,284
20842,346,366,285
20848,346,365,286
20854,346,364,287
20860,347,362,288
20866,347,362,288
20872,348,362,287
20878,349,362,287
20884,350,361,286
20890,351,361,286
20896,352,360,286
20902,352,360,286
20910,351,359,287
20916,351,358,288
20922,350,357,290
20928,349,356,292
20934,349,354,294
20941,349,354,295
20947,349,353,295
20953,350,352,295
20959,350,351,296
20965,351,350,296
20971,351,349,296
20977,351,348,297
20983,351,347,297
20989,350,346,298
20995,350,346,298
21001,349,345,299
21007,349,344,300
21013,348,344,301
21020,349,343,303
21026,349,342,303
21032,350,341,303
21038,351,340,303
21044,352,339,303
21050,353,338,303
21056,353,337,304
21062,353,337,304
21069,352,336,305
21075,352,336,306
21081,351,336,306
21087,350,335,307
21093,350,335,308
21099,349,335,309
21105,349,335,310
21111,349,335,311
21117,350,334,312
21123,350,334,312
21129,351,333,312
21135,352,332,312
21141,352,331,312
21148,353,330,313
21154,351,330,313
21160,350,331,314
21166,349,331,314
21172,347,332,315
21178,346,332,316
21184,345,333,316
21190,345,333,316
21196,346,332,315
21202,346,332,315
21208,347,331,315
21214,348,331,315
21220,349,330,315
21226,350,329,315
21232,350,329,316
21238,350,329,316
21244,351,329,316
21250,351,329,316
21256,351,329,316
21262,352,328,316
21268,352,328,316
21275,352,328,315
21281,352,328,315
21287,352,328,315
21293,352,328,315
21299,352,328,315
21305,352,328,315
21311,353,327,314
21317,353,327,314
21323,353,327,314
21329,354,327,314
21335,354,327,314
21341,354,327,314
21347,354,327,314
21353,354,327,314
21359,355,326,313
21365,355,326,313
21371,356,326,313
21377,356,325,313
21383,357,325,313
21389,358,324,314
21395,359,323,314
21401,360,321,315
21407,361,320,316
21413,362,318,316
21419,363,317,317
21425,363,316,317
21431,363,316,317
21437,362,317,316
21443,362,317,316
21449,362,318,316
21455,361,318,316
21462,361,319,316
21468,361,319,317
21474,361,318,317
21480,361,318,317
21486,361,317,318
21492,361,317,318
21498,361,316,318
21504,361,316,318
21510,361,316,318
21516,360,317,319
21522,358,317,320
21528,357,317,322
21534,355,317,324
21540,353,317,325
21548,351,317,327
21554,349,317,329
21560,347,317,330
21566,346,317,332
21572,344,317,333
21578,342,317,335
21584,340,317,336
21590,340,317,337
21596,340,318,338
21602,338,319,339
21608,335,321,340
21614,333,322,341
21620,330,324,342
21628,329,324,343
21634,327,321,344
21640,324,317,345
21646,322,313,346
21652,320,309,348
21658,317,305,349
21664,315,301,351
21670,312,297,351
21676,312,295,351
21682,310,299,351
21688,309,303,351
21694,308,307,351
21700,306,311,351
21706,305,315,351
21712,304,319,351
21718,304,323,351
21724,303,325,352
21730,300,327,353
21736,297,329,354
21742,294,331,356
21748,291,333,357
21755,289,335,357
21761,289,336,356
21767,290,337,354
21773,290,337,353
21779,290,338,351
21785,290,339,349
21791,290,340,349
21797,290,341,349
21803,289,342,348
21809,288,344,348
21815,286,347,347
21821,285,350,346
21827,283,353,345
21834,282,356,344
21840,279,359,344
21846,277,361,344
21852,275,364,344
21858,272,367,344
21864,270,370,344
21870,267,373,344
21876,266,376,344
21882,267,378,343
21888,268,378,342
21894,270,379,340
21900,272,380,339
21906,274,381,337
21914,276,382,335
21920,276,383,334
21926,276,385,333
21932,275,386,333
21938,275,387,332
21944,275,389,331
21950,275,390,330
21956,275,392,329
21963,276,394,328
21969,277,394,327
21975,278,394,326
21981,279,394,325
21987,280,394,324
21993,282,394,323
21999,282,393,323
22005,283,393,322
22011,284,393,322
22017,285,393,321
22023,286,393,321
22029,287,393,320
22035,287,393,320
22043,288,392,319
22049,291,390,318
22055,294,387,317
22061,296,385,317
22067,299,382,316
22075,302,380,315
22081,302,380,314
22087,303,381,313
22093,303,381,312
22099,304,381,311
22105,304,381,311
22111,305,381,310
22117,305,381,310
22123,306,380,309
22129,307,379,309
22135,309,377,309
22141,311,375,308
22147,313,373,308
22155,315,372,307
22161,316,370,307
22167,317,369,307
22173,318,368,307
22179,320,367,307
22185,321,366,307
22191,322,365,307
22197,323,363,307
22203,324,362,306
22209,326,361,306
22215,328,359,306
22221,330,357,306
22227,332,355,306
22234,334,354,305
22240,335,353,305
22246,337,352,304
22252,338,351,304
22258,340,350,303
22264,341,349,303
22270,343,348,303
22276,344,347,303
22283,346,347,304
22289,346,345,304
22295,347,344,305
22301,348,343,305
22307,349,341,306
22313,350,340,306
22319,350,339,306
22325,350,339,306
22331,351,338,305
22337,353,337,305
22343,354,337,304
22349,356,336,304
22355,357,335,303
22362,357,334,304
22368,356,334,304
22374,355,335,305
22380,353,335,306
22386,352,336,306
22392,351,336,307
22398,351,337,307
22404,351,337,307
22410,352,336,306
22416,352,336,306
22422,353,335,306
22428,354,334,306
22434,355,333,306
22440,356,332,306
22446,357,332,306
22452,357,332,306
22458,358,331,306
22464,358,331,306
22470,358,331,306
22476,358,331,306
22482,358,331,306
22490,357,330,307
22496,357,330,307
22502,357,329,308
22508,357,329,309
22514,357,328,310
22521,358,328,311
22528,360,325,311
22534,363,322,311
22540,366,319,311
22546,369,316,311
22552,372,313,312
22558,374,310,312
22564,374,310,312
22571,373,311,313
22577,369,314,313
22583,365,317,313
22589,361,320,314
22595,357,323,314
22601,355,325,315
22607,353,326,315
22614,351,328,316
22620,350,329,317
22626,348,330,317
22632,346,331,318
22638,344,333,318
22644,343,334,318
22650,342,334,319
22656,342,333,319
22662,342,332,320
22668,342,332,320
22674,342,332,321
22680,341,331,322
22686,341,331,322
22692,341,331,322
22699,341,330,323
22705,341,330,323
22711,341,330,324
22717,340,330,324
22723,340,330,324
22729,339,331,325
22735,337,332,325
22742,335,333,326
22748,333,334,327
22754,331,335,328
22761,329,335,330
22767,329,335,330
22773,329,334,331
22779,328,334,332
22785,328,334,333
22791,328,334,334
22797,327,334,335
22803,327,334,335
22810,326,335,334
22816,326,336,333
22822,326,337,332
22828,325,338,331
22834,325,340,330
22841,324,341,330
22847,324,341,331
22853,323,341,332
22859,323,340,333
22865,322,340,334
22871,322,340,334
22877,321,340,334
22883,321,340,334
22889,320,341,335
22895,318,342,336
22901,315,343,338
22907,312,344,340
22913,310,345,341
22919,307,346,343
22925,304,347,344
22931,304,347,344
22937,303,348,345
22943,302,349,345
22949,301,350,345
22955,300,351,346
22961,298,352,346
22968,297,353,345
22974,300,353,343
22980,303,353,340
22986,305,353,337
22992,308,353,334
22998,310,353,332
23004,312,353,330
23010,312,353,330
23016,311,354,331
23022,308,356,331
23028,305,359,332
23034,302,361,333
23040,300,363,334
23048,297,365,335
23054,295,367,335
23060,293,370,335
23066,291,372,334
23072,289,375,334
23078,287,377,333
23084,286,379,333
23090,284,381,333
23097,284,380,332
23103,288,379,330
23109,291,378,328
23115,294,376,325
23121,298,375,323
23127,300,374,321
23133,301,374,320
23139,301,375,319
23145,301,376,318
23151,301,377,317
23157,301,379,316
23163,302,380,315
23169,302,380,315
23175,303,381,314
23181,303,381,313
23187,303,382,312
23193,304,382,311
23199,304,383,310
23205,304,383,309
23211,305,384,309
23217,305,385,307
23223,305,387,306
23229,305,389,304
23235,305,391,303
23241,305,393,301
23247,306,394,300
23256,307,395,300
23262,308,396,297
23268,310,397,295
23274,312,398,292
23280,314,399,290
23287,315,401,288
23293,315,403,286
23299,315,405,284
23305,316,407,282
23311,316,409,280
23317,316,411,278
23323,317,413,276
23329,317,414,274
23335,318,413,273
23341,319,410,276
23347,320,406,279
23353,322,402,283
23359,323,398,286
23367,325,393,289
23373,326,393,289
23379,327,392,289
23385,328,391,289
23391,328,390,289
23397,329,389,289
23403,330,388,289
23409,331,387,289
23415,332,386,290
23421,333,384,291
23427,334,382,291
23433,335,380,292
23439,336,378,293
23447,337,375,294
23453,338,374,294
23459,340,373,294
23465,341,372,294
23471,342,371,294
23477,343,369,294
23483,344,368,294
23489,345,367,294
23495,345,365,295
23501,345,363,297
23507,345,360,299
23513,345,358,300
23519,345,356,302
23525,345,354,304
23531,345,351,306
23537,345,349,308
23543,346,347,310
23549,348,345,310
23555,349,343,311
23561,351,341,311
23567,353,339,312
23576,355,336,314
23582,353,336,315
23588,352,335,317
23595,351,334,319
23601,350,333,321
23607,349,332,322
23613,349,331,324
23619,349,330,325
23625,350,329,326
23631,350,327,327
23638,350,326,329
23644,351,324,330
23650,351,323,332
23656,351,321,333
23662,351,319,335
23668,351,317,337
23674,351,315,339
23680,351,313,340
23686,351,312,342
23692,351,310,344
23698,351,308,344
23704,350,306,345
23710,350,306,345
23716,350,306,346
23723,350,305,347
23729,350,305,347
23735,349,304,349
23741,349,303,350
23747,349,302,352
23753,349,301,353
23759,349,300,355
23766,349,298,356
23772,349,297,357
23778,349,296,357
23784,348,297,356
23790,348,299,355
23796,347,301,353
23802,347,302,352
23808,346,302,350
23814,346,301,350
23820,346,301,350
23826,346,300,351
23832,346,300,351
23838,346,299,351
23844,345,299,351
23851,345,299,351
23857,345,299,351
23863,344,300,350
23869,344,301,349
23875,343,303,348
23881,342,305,347
23887,341,307,346
23894,340,309,346
23900,340,309,346
23906,340,310,345
23912,340,310,345
23918,340,311,345
23924,340,311,344
23930,339,312,344
23936,339,312,344
23942,338,313,343
23948,338,314,342
23954,337,316,341
23960,336,317,340
23966,336,319,339
23973,335,321,338
23979,335,321,338
23985,334,321,338
23991,334,321,338
23997,333,322,338
24003,333,322,338
24009,332,323,338
24015,332,323,338
24023,331,324,337
24029,331,325,337
24035,330,327,337
24041,329,328,336
24047,328,330,336
24054,327,332,336
24060,325,333,336
24066,324,334,336
24072,322,335,336
24078,321,336,336
24084,319,337,336
24090,318,339,336
24096,318,340,336
24102,319,339,335
24108,320,339,335
24114,321,338,335
24120,322,337,335
24126,323,336,334
24133,324,335,335
24139,323,336,335
24145,321,337,335
24151,320,338,335
24157,319,339,336
24163,318,340,336
24169,318,341,336
24175,318,341,336
24181,317,341,337
24187,317,341,337
24193,317,341,337
24199,316,341,338
24205,316,341,338
24211,315,341,338
24217,315,341,338
24223,315,341,338
24230,314,342,339
24236,314,342,339
24242,313,343,339
24248,312,344,340
24254,311,344,340
24261,311,345,341
24267,312,344,340
24273,314,343,340
24279,315,342,339
24285,317,341,339
24291,318,340,338
24297,318,339,338
24303,318,339,338
24309,317,340,338
24315,317,340,338
24321,316,341,338
24327,315,341,338
24333,314,342,338
24340,313,343,337
24346,312,344,337
24352,312,345,337
24358,311,346,337
24364,310,346,337
24370,310,347,337
24376,309,348,337
24382,309,348,337
24389,310,349,336
24395,310,349,335
24401,311,349,334
24407,312,350,334
24413,312,350,333
24421,314,351,332
24427,314,351,331
24433,314,352,330
24439,315,353,329
24445,315,354,328
24451,315,355,327
24457,315,355,326
24463,315,355,325
24470,316,356,324
24476,317,356,323
24482,318,356,321
24488,320,357,319
24494,321,357,317
24500,322,357,315
24506,324,358,314
24512,324,359,313
24518,325,360,311
24524,326,361,310
24530,327,362,308
24536,327,363,307
24542,327,363,305
24549,328,362,305
24555,330,362,304
24561,332,361,303
24567,334,360,302
24573,336,359,301
24582,339,358,300
24588,340,359,298
24594,342,359,296
24600,343,360,294
24606,345,361,292
24612,346,362,290
24619,348,362,288
24625,348,362,287
24631,349,363,286
24637,351,363,285
24643,353,363,283
24649,355,363,282
24655,357,363,280
24663,359,364,279
24669,359,364,277
24675,360,365,276
24681,361,365,275
24687,362,366,274
24693,363,366,273
24699,364,366,271
24705,364,366,271
24711,365,365,272
24717,366,363,272
24723,367,361,273
24729,368,360,273
24735,369,358,274
24741,370,357,273
24747,372,357,272
24753,373,357,270
24759,375,357,269
24765,377,357,267
24771,379,357,266
24777,381,357,265
24783,381,357,265
24790,380,356,266
24796,380,356,266
24802,379,355,267
24808,378,355,268
24814,378,354,269
24820,377,354,270
24826,377,353,270
24832,377,353,270
24838,377,352,271
24844,377,351,272
24850,377,350,272
24856,377,350,273
24862,377,349,274
24869,376,348,276
24875,374,348,277
24881,372,348,280
24887,369,347,282
24893,367,347,285
24899,364,346,287
24905,362,346,289
24911,362,346,289
24918,363,345,290
24924,363,344,290
24930,363,343,291
24936,363,342,292
24942,363,341,293
24948,362,340,294
24954,361,340,295
24960,360,340,296
24966,358,340,298
24972,357,340,299
24978,355,340,301
24984,354,340,302
24990,354,340,302
24996,353,339,303
25003,352,339,304
25009,350,339,306
25015,348,339,308
25021,346,339,310
25027,344,339,312
25033,343,340,313
25039,341,340,314
25046,339,340,316
25052,338,340,317
25058,336,340,319
25064,334,340,320
25070,333,340,321
25076,332,341,322
25082,332,341,322
25088,331,341,322
25094,330,341,323
25100,329,342,323
25106,328,342,324
25112,327,343,325
25118,325,343,326
25124,324,343,328
25131,322,344,329
25137,321,344,331
25143,319,344,332
25149,319,344,332
25157,318,345,333
25163,317,345,333
25169,316,346,333
25175,315,346,333
25181,314,347,334
25187,313,348,334
25193,312,349,335
25199,311,349,336
25205,310,349,337
25211,308,350,338
25217,307,350,338
25223,306,350,339
25229,306,350,339
25236,305,351,340
25242,304,351,340
25248,303,352,341
25254,302,353,341
25260,301,353,341
25268,301,355,343
25274,300,355,343
25280,299,355,344
25286,298,355,345
25292,297,355,345
25298,296,355,346
25304,295,355,346
25310,295,355,346
25316,296,356,345
25322,296,356,344
25328,297,357,343
25334,298,357,342
25340,298,358,341
25346,299,359,340
25352,299,359,340
25358,298,360,340
25364,298,360,340
25370,297,361,340
25376,297,361,340
25382,296,361,340
25388,296,361,340
25395,295,362,341
25401,294,362,341
25407,293,363,341
25413,292,364,341
25419,291,365,341
25425,290,366,341
25431,290,366,341
25437,290,366,341
25443,289,367,342
25449,287,368,343
25455,284,369,345
25461,281,370,347
25467,278,371,349
25475,276,371,350
25481,280,370,347
25487,284,368,343
25493,288,366,339
25499,292,364,335
25505,296,362,331
25511,300,362,327
25517,304,362,327
25523,305,363,326
25529,305,364,326
25535,305,365,325
25541,305,366,324
25547,305,367,323
25553,306,369,321
25559,306,370,320
25565,306,371,319
25571,306,372,317
25577,306,374,316
25583,306,375,314
25589,307,376,313
25595,307,376,313
25602,308,375,312
25608,309,375,312
25614,310,375,311
25620,311,375,310
25626,312,375,309
25633,314,376,307
25639,314,376,306
25645,315,377,305
25651,315,377,304
25657,316,378,303
25663,317,379,302
25669,318,379,301
25675,318,379,301
25681,318,380,300
25687,318,380,300
25693,318,380,300
25699,318,380,300
25705,318,380,300
25713,319,381,299
25719,319,381,299
25725,319,381,298
25731,320,381,297
25737,320,382,296
25743,320,382,295
25749,320,382,295
25755,320,382,295
25761,321,381,296
25767,321,381,296
25773,321,380,296
25779,322,379,296
25785,323,378,297
25791,323,377,297
25797,324,377,296
25803,324,377,296
25809,325,377,295
25815,325,377,295
25821,326,377,294
25827,326,377,294
25833,326,377,294
25841,327,376,295
25847,327,375,295
25853,327,374,296
25859,327,373,297
25865,327,371,298
25873,328,370,300
25879,328,369,300
25885,329,367,301
