time,motor1,motor2,motor3
32207,352,335,298
32214,351,333,302
32220,350,330,305
32226,349,329,307
32232,347,328,310
32238,345,328,312
32244,343,327,315
32250,341,326,318
32256,339,326,320
32262,337,325,323
32268,336,324,326
32274,335,324,327
32280,332,326,329
32286,329,327,331
32292,326,328,332
32299,323,330,334
32306,320,331,335
32312,317,330,338
32318,313,328,342
32324,310,327,346
32330,306,326,350
32336,303,325,354
32342,300,324,357
32348,297,324,361
32354,296,324,364
32360,296,325,364
32366,295,327,365
32372,294,328,365
32378,294,329,366
32386,292,330,367
32392,289,330,371
32398,286,330,375
32404,283,330,379
32410,280,330,383
32416,277,330,387
32422,274,330,391
32428,274,330,395
32434,275,331,395
32440,278,332,391
32446,281,333,387
32452,284,335,383
32458,287,336,379
32465,289,337,376
32471,289,337,376
32477,288,338,376
32483,287,338,376
32489,287,339,376
32495,287,340,376
32501,287,340,375
32507,287,341,375
32514,288,342,374
32520,289,342,372
32526,290,343,370
32532,291,344,368
32538,292,344,366
32544,293,346,365
32550,293,346,365
32556,293,346,365
32562,292,347,365
32568,292,347,365
32574,292,348,365
32580,291,348,364
32586,291,348,364
32592,292,349,363
32598,294,349,361
32604,297,349,357
32610,300,350,353
32616,303,350,349
32622,306,351,346
32628,307,352,346
32634,307,353,345
32640,307,353,345
32646,308,354,344
32652,308,355,344
32658,308,356,343
32664,308,356,343
32673,309,355,342
32679,311,355,340
32685,313,354,338
32691,316,353,336
32697,318,352,334
32703,321,351,332
32709,322,351,331
32715,322,351,329
32721,323,352,328
32727,323,352,327
32733,323,353,326
32739,324,354,325
32745,324,354,324
32752,325,355,324
32758,325,355,324
32764,325,355,324
32770,325,355,324
32776,326,355,324
32782,326,354,323
32788,326,354,323
32794,326,354,323
32800,326,355,322
32806,326,355,322
32812,326,356,321
32818,326,357,320
32824,326,358,319
32832,327,359,318
32838,327,360,317
32844,327,361,316
32850,328,362,315
32856,328,362,314
32862,328,363,313
32868,328,364,312
32874,328,364,311
32880,327,365,310
32886,327,365,310
32892,326,365,309
32898,325,365,309
32904,325,365,308
32912,324,366,307
32918,324,367,307
32924,323,368,306
32930,323,369,306
32936,323,370,305
32942,322,371,305
32948,322,371,304
32954,322,371,304
32960,321,370,305
32966,321,370,305
32972,321,370,305
32978,321,369,306
32984,321,369,306
32992,321,370,305
32998,321,370,305
33004,321,371,304
33010,321,372,303
33016,321,372,303
33022,321,373,302
33028,321,373,302
33034,321,373,302
33040,321,372,303
33046,321,372,303
33052,321,372,303
33058,321,371,304
33064,321,371,304
33072,322,371,303
33078,322,371,303
33084,323,371,302
33090,324,371,301
33096,324,371,301
33102,325,371,300
33108,325,371,300
33114,325,371,300
33120,326,370,301
33126,326,369,301
33132,327,368,302
33138,327,367,303
33144,328,366,303
33152,329,365,304
33158,329,364,304
33164,330,363,304
33170,331,363,304
33176,331,362,304
33182,332,361,304
33188,332,360,304
33195,332,360,304
33201,333,359,303
33207,335,357,303
33213,338,354,303
33219,340,352,303
33225,343,349,303
33231,345,348,302
33238,347,346,302
33244,350,344,301
33250,353,343,300
33256,356,341,299
33262,359,339,298
33268,362,337,298
33274,364,336,298
33280,365,335,299
33286,365,332,300
33292,366,329,302
33298,366,327,304
33304,367,324,306
33310,367,321,308
33316,367,319,309
33323,367,319,309
33329,368,318,310
33335,372,314,310
33341,376,311,310
33347,380,307,311
33353,383,304,311
33359,387,300,311
33366,386,300,312
33372,382,304,312
33378,378,308,312
33384,374,312,313
33390,370,316,313
33396,366,320,313
33402,362,324,313
33408,362,324,314
33414,366,320,318
33420,370,316,322
33426,374,312,326
33432,378,308,330
33438,382,304,334
33444,385,302,336
33451,389,298,340
33457,393,294,344
33463,397,290,347
33469,401,286,351
33475,405,282,355
33481,409,278,358
33487,410,277,358
33494,406,281,354
33500,402,285,350
33506,398,289,346
33512,394,293,342
33519,390,296,339
33525,390,296,338
33531,390,297,336
33537,389,297,335
33543,389,298,334
33549,389,298,333
33555,388,299,332
33561,388,299,330
33567,387,301,330
33573,383,305,330
33579,380,308,330
33585,376,312,330
33591,372,316,330
33599,368,319,329
33605,368,319,329
33611,368,319,329
33617,367,319,328
33623,367,319,328
33629,367,319,328
33635,366,320,327
33641,366,320,327
33647,365,321,326
33653,365,321,326
33659,364,321,325
33665,364,321,325
33671,363,321,324
33678,362,322,324
33684,361,323,324
33690,359,325,324
33696,357,326,324
33702,355,328,324
33708,354,329,324
33714,352,331,324
33720,350,332,324
33727,348,333,324
33733,344,337,324
33739,340,341,324
33745,336,345,324
33751,333,348,324
33758,329,351,324
33764,326,355,324
33770,322,359,324
33776,319,363,324
33782,315,367,324
33788,312,371,324
33794,309,374,324
33800,305,378,324
33806,303,380,323
33812,302,380,323
33818,301,380,322
33824,300,380,322
33830,299,380,321
33838,298,381,322
33844,296,383,322
33850,294,386,322
33856,292,388,322
33862,290,391,322
33868,287,393,322
33874,285,396,322
33880,283,398,322
33886,283,399,321
33892,284,399,320
33898,285,399,319
33904,286,399,318
33910,287,399,317
33917,286,400,316
33923,286,400,316
33929,286,400,316
33935,285,401,316
33941,285,401,316
33947,284,402,316
33953,284,402,316
33959,284,402,316
33966,285,401,315
33972,286,400,315
33978,287,398,315
33984,289,396,315
33990,290,394,315
33996,292,393,315
34002,292,392,315
34008,292,392,315
34014,293,391,314
34020,293,391,314
34026,293,391,314
34032,294,391,314
34038,294,391,314
34045,295,390,315
34051,296,388,315
34057,298,385,315
34063,300,383,315
34069,302,380,316
34075,304,377,316
34081,306,375,316
34087,306,375,316
34093,307,375,315
34099,307,374,315
34105,308,373,315
34111,309,373,314
34117,310,372,314
34125,312,371,313
34131,313,370,313
34137,313,370,313
34143,314,369,313
34149,315,368,312
34155,316,367,312
34161,317,367,312
34167,317,367,312
34173,318,366,312
34179,318,366,312
34185,318,366,312
34191,319,365,312
34197,319,365,312
34204,321,363,311
34210,321,363,311
34216,322,362,310
34222,323,362,310
34228,324,362,309
34234,325,361,308
34240,326,361,308
34246,326,361,308
34252,326,362,307
34258,326,362,307
34264,326,362,307
34270,326,363,307
34276,326,363,307
34284,327,364,306
34290,327,364,306
34296,327,364,305
34302,328,364,305
34308,328,364,305
34314,328,364,304
34320,328,364,304
34326,328,364,304
34332,329,365,303
34338,329,365,303
34344,330,365,302
34350,331,365,301
34356,331,365,300
34362,332,365,299
34368,333,366,298
34374,334,366,298
34380,334,366,297
34386,335,367,296
34392,336,367,295
34398,336,367,294
34404,336,367,294
34410,336,367,294
34416,335,368,294
34422,335,368,294
34428,335,368,294
34434,335,369,294
34440,335,369,294
34446,336,368,293
34452,336,368,293
34458,337,368,292
34464,338,368,292
34470,339,368,291
34476,339,368,291
34482,339,368,291
34488,339,368,291
34494,338,367,292
34500,338,367,292
34506,338,367,293
34512,337,366,293
34518,337,366,294
34524,338,365,295
34530,338,365,295
34536,338,365,295
34542,338,364,295
34548,338,364,295
34554,338,364,295
34560,338,364,295
34566,338,364,295
34572,339,363,296
34578,339,362,296
34584,339,361,296
34590,340,360,297
34596,340,359,297
34603,340,358,297
34609,340,358,297
34615,340,358,297
34621,341,357,298
34627,341,356,299
34633,341,354,300
34639,341,353,302
34646,341,351,303
34653,340,350,305
34659,339,350,306
34665,338,350,308
34671,336,349,310
34677,335,349,311
34683,333,348,313
34689,333,348,315
34695,333,348,315
34701,334,347,316
34707,335,343,320
34713,336,339,324
34719,337,335,328
34725,339,331,332
34732,340,328,336
34738,341,325,339
34744,342,321,343
34750,344,317,347
34756,345,313,351
34762,346,309,355
34768,348,305,359
34774,348,302,362
34780,347,300,363
34786,344,304,359
34792,341,308,355
34798,338,312,352
34804,335,313,352
34811,332,312,353
34817,331,312,354
34823,330,310,357
34829,329,309,359
34835,328,308,362
34841,327,307,364
34847,325,306,367
34853,324,306,367
34860,323,307,368
34866,323,307,368
34872,322,308,368
34878,321,309,368
34884,320,309,368
34891,318,310,369
34897,317,308,372
34903,316,307,374
34909,315,305,377
34915,314,303,380
34921,313,301,383
34927,312,300,386
34933,312,300,386
34939,311,301,385
34945,311,304,382
34951,311,308,378
34957,310,312,374
34963,310,316,370
34970,309,319,367
34976,309,319,367
34982,308,319,367
34988,308,319,367
34994,307,319,367
35000,306,319,367
35006,306,320,367
35012,306,320,367
35018,307,321,366
35024,307,323,364
35030,307,325,361
35036,307,328,358
35042,308,330,355
35048,308,333,352
35054,307,333,352
35060,307,333,352
35066,307,333,352
35072,306,333,352
35078,306,333,352
35084,306,333,352
35090,306,333,352
35099,307,334,351
35105,307,336,348
35111,308,338,345
35117,309,340,343
35123,310,342,340
35131,311,344,337
35137,311,345,335
35143,312,345,334
35149,312,346,333
35155,313,347,331
35161,313,347,330
35167,314,348,329
35173,314,349,327
35179,315,350,326
35185,316,351,324
35191,317,352,322
35197,318,354,320
35203,319,355,318
35209,320,356,316
35215,320,358,314
35221,320,359,314
35227,321,360,313
35233,321,361,312
35239,322,361,310
35245,323,362,309
35251,324,363,308
35258,326,363,306
35264,326,363,306
35270,327,363,306
35276,327,363,306
35282,328,363,306
35288,328,363,306
35294,328,363,306
35300,328,363,306
35306,329,364,305
35312,329,365,303
35318,330,367,301
35324,330,369,299
35330,331,371,297
35336,331,373,295
35342,331,373,295
35348,330,373,295
35354,330,373,294
35360,330,373,294
35366,329,373,294
35372,329,373,294
35378,329,373,294
35386,329,372,295
35392,329,372,295
35398,329,372,295
35404,329,372,296
35410,329,372,296
35418,330,372,296
35424,330,372,296
35430,330,372,296
35436,330,372,296
35442,330,372,295
35448,330,372,295
35454,330,372,295
35460,330,372,295
35466,331,371,296
35472,331,370,296
35478,331,369,297
35484,331,368,298
35490,331,367,299
35497,332,366,300
35503,332,366,300
35509,332,365,300
35515,333,365,300
35521,333,365,300
35527,333,364,300
35533,333,364,300
35539,333,364,300
35546,332,363,301
35552,332,363,301
35558,331,362,302
35564,331,362,303
35570,330,361,304
35578,331,360,305
35584,331,360,305
35590,331,360,305
35596,332,359,305
35602,332,359,305
35608,332,358,305
35614,332,358,305
35620,332,357,305
35627,333,356,306
35633,333,356,306
35639,333,355,306
35645,333,355,307
35651,333,354,307
35657,334,353,308
35663,334,353,308
35670,334,352,308
35676,335,352,308
35682,335,351,308
35688,335,351,308
35694,335,351,309
35700,335,351,309
35706,336,350,309
35712,336,350,309
35718,337,349,309
35724,337,348,309
35730,338,348,309
35737,339,347,308
35743,341,346,308
35749,343,345,307
35755,344,344,306
35761,346,343,305
35767,348,342,304
35773,350,342,304
35779,350,342,304
35785,350,341,305
35791,350,341,305
35798,350,340,306
35804,350,340,306
35810,350,339,307
35816,350,339,307
35822,350,339,307
35828,350,339,307
35834,351,338,306
35840,352,337,306
35846,354,336,305
35852,355,335,305
35858,357,334,304
35864,358,334,303
35870,357,336,303
35876,356,337,302
35883,355,338,302
35889,354,340,301
35895,353,341,301
35901,353,341,301
35907,353,341,301
35913,354,340,302
35919,354,340,302
35926,355,339,302
35932,355,338,303
35938,356,338,303
35944,356,337,304
35950,355,337,304
35956,355,336,305
35962,354,336,306
35968,354,336,306
35974,353,335,307
35980,353,335,307
35986,353,335,307
35993,354,334,308
35999,354,334,308
36005,354,333,309
36011,354,332,310
36017,354,332,310
36025,355,331,312
36031,355,329,312
36037,356,327,313
36043,357,326,314
36049,358,324,315
36055,359,322,316
36061,359,321,316
36067,359,321,316
36073,358,322,316
36079,355,324,316
36085,351,327,316
36091,348,330,316
36097,345,333,316
36105,342,336,317
36111,340,336,318
36117,338,337,319
36123,336,337,321
36129,334,338,322
36135,332,338,323
36141,331,339,324
36147,329,339,324
36153,327,341,325
36159,325,343,325
36165,323,344,325
36171,321,346,326
36177,319,348,326
36184,317,349,327
36190,316,350,327
36196,314,351,328
36202,312,352,329
36208,310,353,330
36214,309,354,331
36220,307,355,331
36226,305,356,331
36232,304,357,332
36238,303,359,332
36244,301,361,332
36250,299,362,333
36256,297,364,333
36264,295,366,334
36270,293,367,334
36276,291,368,335
36282,289,370,335
36288,287,371,336
36294,285,372,337
36300,284,374,337
36306,283,375,337
36312,284,376,336
36318,284,377,336
36324,284,378,335
36330,285,379,334
36336,285,380,333
36343,284,381,332
36349,283,381,333
36355,283,381,333
36361,282,382,334
36367,281,382,334
36373,280,383,334
36379,279,383,334
36385,279,384,334
36391,278,385,333
36397,278,387,333
36403,277,389,332
36409,276,391,332
36415,275,394,331
36421,274,396,330
36427,273,399,330
36433,273,400,330
36440,272,401,329
36446,269,405,329
36452,266,409,329
36458,263,413,329
36464,260,417,329
36471,258,420,328
36477,262,416,328
36483,265,413,327
36489,269,409,326
36495,273,405,325
36501,277,401,324
36507,281,397,324
36513,285,393,324
36519,287,391,323
36525,289,390,322
36531,292,389,320
36537,295,388,317
36543,298,388,315
36551,301,386,313
36557,303,386,312
36563,305,385,311
36569,307,384,310
36575,309,383,309
36581,311,382,308
36587,313,381,307
36593,315,380,306
36599,316,378,305
36605,316,377,306
36611,316,376,307
36617,317,374,308
36623,317,373,309
36631,318,371,310
36637,320,369,309
36643,322,368,308
36649,324,366,308
36655,326,365,307
36661,328,363,307
36667,330,362,307
36673,332,360,307
36679,334,358,307
36685,337,356,307
36691,339,353,307
36697,342,351,307
36703,344,348,307
36711,347,345,306
36717,351,341,306
36723,355,337,306
36729,359,333,306
36736,363,329,306
36742,367,325,306
36748,371,321,306
36754,375,317,306
36760,376,315,307
36766,374,314,308
36772,372,313,309
36779,371,313,310
36785,371,313,311
36791,371,313,312
36797,372,312,312
36803,375,309,312
36809,378,307,312
36815,381,304,312
36822,384,302,312
36828,387,299,311
36834,389,298,311
36840,388,299,312
36846,386,300,313
36852,384,301,313
36858,382,302,314
36864,380,303,315
36871,378,303,316
36877,382,299,317
36883,386,295,317
36889,390,291,318
36895,394,287,319
36901,398,283,319
36907,402,279,320
36913,404,278,320
36919,403,279,321
36925,399,282,322
36931,395,286,323
36937,391,290,324
36943,387,294,325
36951,384,297,325
36957,383,299,325
36963,382,301,324
36969,381,302,323
36975,380,304,322
36981,379,306,322
36987,378,308,322
36993,377,309,322
36999,376,310,323
37005,374,312,323
37011,371,314,323
37017,369,316,323
37023,367,318,323
37029,365,320,323
37035,363,322,323
37041,361,324,323
37047,360,325,323
37053,359,326,323
37059,358,327,323
37065,357,328,323
37071,356,329,323
37078,356,330,323
37084,354,331,323
37090,353,333,323
37096,351,334,323
37102,350,336,323
37108,348,337,323
37114,347,339,323
37120,345,340,323
37126,345,341,324
37132,343,342,324
37138,342,344,324
37144,341,345,325
37150,339,346,325
37157,338,347,325
37163,337,349,325
37169,335,350,325
37175,334,352,325
37181,332,353,325
37187,331,355,325
37193,330,356,325
37199,328,358,325
37206,327,359,324
37212,326,359,324
37218,326,360,324
37224,325,360,323
37230,324,361,323
37237,324,361,324
37243,323,361,324
37249,323,361,325
37255,322,361,325
37261,322,361,326
37267,321,361,327
37273,321,361,327
37279,320,361,327
37285,319,360,328
37291,319,359,328
37297,319,358,329
37303,318,357,329
37309,318,356,330
37317,317,355,332
37323,317,354,333
37329,317,354,334
37335,316,353,334
37341,316,353,335
37347,316,352,336
37353,315,352,337
37359,315,351,337
37365,314,351,336
37371,314,351,336
37377,314,351,336
37383,313,351,335
37389,313,351,335
37397,312,350,336
37403,312,350,336
37409,311,350,337
37415,311,350,338
37421,310,350,338
37427,310,350,339
37433,309,350,339
37439,309,350,339
37445,308,351,338
37451,308,351,338
37457,308,351,337
37463,308,351,337
37469,308,351,336
37475,308,351,336
37481,307,352,336
37487,307,353,336
37493,306,353,336
37499,306,354,336
37505,305,355,336
37511,305,355,336
37517,305,355,336
37524,304,356,336
37530,304,356,336
37536,303,357,336
37542,302,357,336
37548,302,357,336
37554,301,358,336
37560,301,359,335
37566,301,360,335
37572,300,361,335
37578,300,362,334
37584,300,363,334
37590,299,363,334
37596,299,363,334
37605,300,364,333
37611,300,365,332
37617,301,366,330
37623,301,367,329
37629,302,369,327
37635,302,370,326
37641,302,370,325
37647,302,370,325
37653,301,371,324
37659,301,373,323
37665,300,375,322
37671,299,377,321
37677,299,379,320
37685,299,381,319
37691,300,381,318
37697,301,380,317
37703,302,380,317
37709,303,379,316
37715,304,379,315
37721,304,379,315
37727,304,379,314
37733,305,380,313
37739,305,382,311
37745,306,385,308
37751,307,388,305
37757,307,391,302
37765,309,393,300
37771,309,396,297
37777,309,399,295
37783,309,402,292
37789,309,405,289
37795,309,408,286
37801,309,411,284
37807,309,413,282
37813,310,412,281
37819,310,409,283
37825,311,406,285
37831,312,403,287
37837,312,400,289
37843,313,397,291
37849,314,398,291
37855,315,398,289
37861,317,398,287
37867,318,398,285
37873,320,398,283
37879,321,398,281
37885,322,398,281
37893,323,397,282
37899,323,396,282
37905,323,395,283
37911,324,394,284
37917,324,393,284
37924,325,393,285
37931,326,394,282
37937,328,395,280
37943,330,397,277
37949,332,398,274
37955,334,399,271
37961,335,399,269
37967,335,399,269
37974,336,397,270
37980,336,393,274
37986,336,389,278
37992,336,385,282
37998,336,381,286
38004,337,378,288
38010,337,377,288
38016,338,375,289
38022,339,374,289
38028,340,372,290
38034,341,371,290
38040,341,369,291
38046,341,368,291
38052,340,366,293
38059,339,365,295
38065,339,363,298
38071,338,362,300
38077,337,360,302
38083,336,358,304
38089,337,357,304
38095,338,355,305
38102,339,353,305
38108,340,352,306
38114,341,350,306
38120,342,348,307
38126,342,346,307
38132,343,345,309
38138,344,341,312
38144,345,338,315
38150,346,334,318
38156,347,330,322
38164,348,327,324
38170,349,324,326
38176,350,321,328
38182,351,318,330
38188,352,316,332
38194,353,313,333
38200,354,310,335
38206,354,307,337
38212,353,305,338
38218,351,304,338
38224,349,303,339
38230,348,302,339
38236,346,300,340
38242,344,299,340
38248,343,299,341
38254,343,299,341
38260,344,298,343
38266,345,295,345
38272,346,292,347
38278,347,289,349
38284,348,286,351
38291,348,284,353
38297,346,288,350
38303,344,292,350
38309,341,296,350
38315,339,299,350
38321,337,303,350
38327,336,307,350
38333,336,309,350
38339,337,308,351
38345,338,304,354
38351,339,300,358
38358,341,296,362
38364,342,292,366
38371,344,289,369
38377,345,285,373
38383,346,281,377
38389,347,277,381
38395,348,273,385
38401,349,270,388
38407,350,266,392
38413,350,262,396
38419,349,261,397
38425,346,265,393
38431,343,269,389
38437,340,273,385
38443,337,276,382
38451,334,280,378
38457,334,281,377
38463,334,282,376
38469,333,283,375
38475,333,284,375
38481,333,285,374
38487,332,286,373
38493,332,287,372
38499,331,288,371
38505,331,288,371
38511,331,289,371
38517,330,289,371
38523,330,289,371
38530,329,289,371
38536,329,289,371
38542,329,289,371
38548,329,289,371
38554,329,289,371
38560,329,289,371
38566,328,289,371
38572,328,289,371
38578,327,290,370
38584,326,293,367
38590,324,297,363
38596,323,301,359
38602,321,305,355
38610,320,309,351
38616,319,311,350
38622,318,313,349
38628,317,315,348
38634,316,317,347
38640,315,319,346
38646,314,321,345
38652,313,323,344
38658,312,324,343
38664,312,324,343
38670,312,325,342
38676,312,325,342
38682,312,326,341
38690,311,327,340
38696,310,329,339
38702,309,331,338
38708,308,334,336
38714,307,337,335
38720,306,340,334
38726,306,342,332
38732,306,345,331
38738,305,346,330
38744,305,347,330
38750,304,349,329
38756,304,350,329
38762,303,351,328
38770,303,353,327
38776,301,356,326
38782,300,359,325
38788,299,361,324
38794,298,364,323
38800,297,367,321
38806,296,370,320
38812,296,373,319
38818,297,374,319
38824,298,375,318
38830,298,375,318
38836,299,376,317
38842,300,377,317
38848,301,378,316
38854,301,378,316
38860,301,379,315
38866,300,380,314
38872,300,381,314
38878,299,383,313
38884,299,385,313
38890,298,387,312
38898,297,389,311
38904,298,390,311
38910,299,392,311
38916,300,393,311
38922,301,395,311
38928,302,396,310
38934,303,398,310
38940,303,399,310
38946,302,401,309
38952,302,405,306
38958,302,408,304
38964,302,412,301
38970,302,416,298
38977,303,419,296
38983,304,418,296
38989,305,418,296
38995,306,418,295
39001,307,418,295
39007,308,418,295
39013,309,418,294
39019,309,418,294
39025,310,419,293
39031,311,419,292
39037,313,419,290
39043,315,420,288
39049,316,420,286
39058,319,421,284
39064,320,423,281
39070,322,426,278
39076,324,429,274
39083,326,432,271
39089,327,434,267
39095,329,436,264
39101,329,436,260
39107,330,435,260
39113,332,431,262
39119,334,427,262
39126,336,423,262
39132,338,419,262
39138,340,417,261
39144,341,416,261
39150,343,416,260
39156,345,415,259
39162,347,414,258
39168,348,414,257
39174,350,413,257
39180,351,412,257
39186,352,411,258
39192,353,408,258
39198,355,406,259
39204,356,403,260
39211,358,401,260
39217,359,399,261
39223,362,399,259
39229,366,399,256
39235,369,398,254
39241,373,398,251
39247,376,398,249
39254,380,397,247
39260,380,397,247
39266,381,396,248
39272,384,392,249
39278,387,388,250
39284,390,384,251
39290,393,380,253
39297,396,378,253
39303,399,375,253
39309,403,372,253
39315,407,369,253
39321,410,366,253
39327,414,363,253
39333,418,360,253
39339,421,357,253
39345,420,355,254
39351,416,355,257
39357,412,355,261
39363,408,354,264
39369,404,354,268
39376,402,353,270
39382,404,350,271
39388,407,346,273
39394,410,342,274
39400,412,338,275
39406,412,334,276
39412,412,330,277
39418,412,326,279
39425,411,324,279
39431,407,327,281
39437,403,328,282
39443,399,328,283
39449,395,328,284
39455,391,328,285
39461,387,328,287
39467,384,328,288
39473,381,327,289
39479,380,326,291
39485,379,325,293
39491,378,323,296
39497,376,322,298
39504,375,322,300
39510,374,322,301
39516,372,323,301
39522,370,324,302
39528,369,324,303
39534,367,324,303
39540,365,324,304
39546,364,324,305
39553,363,323,305
39559,363,320,309
39565,362,316,313
39571,361,313,317
39577,361,309,321
39584,359,306,324
39590,358,304,327
39596,357,302,330
39602,355,300,334
39608,354,298,338
39614,352,296,342
39620,351,294,346
39626,351,292,350
39632,350,292,351
39638,347,295,352
39644,343,298,353
39650,339,302,354
39656,335,305,355
39664,331,308,356
39670,329,306,359
39676,327,305,363
39682,326,303,366
39688,324,302,370
39694,322,302,374
39700,320,302,378
39706,318,302,381
39712,316,301,382
39718,312,297,382
39724,309,294,382
39730,305,290,382
39736,301,286,382
39743,297,283,383
39749,296,286,386
39755,294,290,390
39761,292,293,394
39767,291,296,397
39773,289,297,401
39779,287,297,405
39785,286,297,409
39792,284,298,412
39798,288,302,408
39804,292,306,404
39810,294,309,401
39816,294,313,397
39824,293,317,393
39830,292,317,391
39836,290,317,390
39842,289,318,390
39848,287,318,390
39854,286,318,390
39860,285,319,390
39866,285,319,390
39872,286,320,389
39878,288,324,385
39884,290,328,381
39890,292,331,377
39896,293,334,374
39903,295,337,371
39909,294,339,370
39915,294,341,369
39921,293,343,368
39927,292,345,367
39933,292,347,366
39939,292,348,365
39945,292,350,364
39951,293,352,363
39957,294,352,361
39963,296,352,359
39969,298,352,357
39975,300,352,355
39981,301,352,354
39987,302,353,352
39993,302,355,350
39999,302,357,348
40005,302,359,346
40011,302,361,344
40017,302,363,342
40023,303,365,341
40031,304,367,339
40037,306,367,337
40043,308,367,335
40049,310,367,333
40055,312,367,331
40061,314,367,329
40067,315,367,327
40073,315,367,325
40079,315,368,324
40085,315,369,323
40091,315,370,322
40097,315,371,321
40103,315,372,320
40109,315,373,319
40115,316,374,319
40121,317,373,319
40127,318,372,319
40133,319,371,319
40139,319,370,318
40145,320,370,318
40151,320,370,318
40157,320,370,318
40163,320,371,317
40169,320,373,315
40175,320,375,314
40181,320,377,313
40187,320,378,311
40193,321,379,310
40199,321,380,309
40205,322,380,308
40211,323,381,307
40217,323,382,305
40223,324,383,304
40229,324,383,303
40235,324,384,302
40241,325,383,302
40247,325,383,302
40253,326,382,302
40259,326,381,302
40265,327,381,302
40271,328,380,301
40278,328,380,301
40284,329,380,300
40290,330,380,299
40296,331,380,298
40302,332,381,297
40308,332,381,296
40314,332,381,295
40320,333,380,295
40326,333,379,294
40332,333,378,293
40338,333,377,292
40344,333,375,291
40350,334,375,291
40356,334,375,290
40363,335,375,289
40369,336,375,288
40375,337,375,287
40381,338,375,286
40387,338,375,286
40393,338,375,286
40399,339,374,285
40406,340,374,284
40412,342,374,284
40418,343,373,283
40424,345,373,282
40430,346,372,281
40436,347,372,280
40442,349,371,279
40448,350,370,278
40454,352,370,278
40460,353,369,277
40466,355,368,276
40472,355,368,276
40478,354,367,277
40484,354,365,279
40491,353,363,281
40497,353,361,283
40503,352,359,285
40510,353,358,287
40516,353,356,288
40522,354,355,288
40528,355,353,289
40534,356,352,290
40540,357,350,290
40546,357,349,291
40552,357,347,292
40558,358,346,293
40564,359,344,294
40570,361,341,295
40576,362,339,296
40582,364,336,297
40590,366,334,298
40596,367,332,299
40602,368,329,301
40608,369,327,302
40614,370,324,303
40620,371,322,304
40626,373,320,305
40632,373,317,306
40638,374,317,307
40644,376,313,310
40650,378,309,314
40656,380,305,317
40662,382,302,320
40668,384,298,324
40674,385,294,327
40680,385,290,327
40686,386,287,328
40692,390,283,331
40698,394,279,335
40704,397,276,337
40710,401,272,341
40717,403,269,343
40723,399,273,339
40729,395,277,335
40735,391,281,331
40741,387,285,327
40747,384,288,324
40753,380,292,323
40759,376,296,323
40765,373,298,324
40771,372,299,326
40777,370,300,329
40783,368,301,332
40790,366,302,335
40797,364,302,337
40803,364,303,339
40809,363,303,340
40815,362,303,342
40821,362,303,343
40827,361,303,345
40833,360,303,346
40839,360,303,348
40845,358,304,348
40851,356,306,348
40857,354,308,347
40863,352,310,347
40869,350,312,347
40877,348,314,346
40883,346,315,347
40889,343,317,349
40895,341,318,350
40901,338,320,352
40907,336,321,353
40913,333,322,354
40919,331,323,354
40925,329,325,353
40931,328,327,353
40937,326,329,352
40943,325,332,351
40949,323,334,350
40956,321,337,349
40962,320,338,349
40968,319,340,349
40974,317,342,349
40980,316,344,349
40986,314,346,349
40992,313,348,348
40998,311,349,348
41005,310,350,347
41011,306,354,347
41017,302,358,347
41023,298,362,346
41029,294,366,346
41036,290,370,347
41042,287,373,348
41048,284,376,349
41054,280,380,351
41060,276,384,352
41066,272,388,354
41072,268,392,355
41078,264,396,355
41084,262,397,354
41090,265,396,351
41096,269,396,347
41102,273,396,343
41108,275,396,339
41116,274,397,335
41122,272,400,334
41128,269,404,333
41134,266,407,332
41140,263,411,331
41146,260,415,330
41152,258,419,329
41158,258,423,328
41164,259,424,327
41170,262,421,326
41176,265,418,325
41182,269,414,323
41188,273,410,322
41196,277,407,321
41202,277,409,320
41208,277,412,318
41214,277,415,317
41220,277,418,316
41226,277,418,315
41232,277,418,314
41238,277,418,312
41244,278,417,312
41250,282,413,312
41256,286,409,311
41262,289,406,311
41268,293,402,311
41274,297,398,310
41280,301,394,310
41286,305,390,310
41292,308,387,309
41298,309,386,309
41304,310,385,309
41310,312,384,308
41316,313,383,308
41322,314,381,307
41328,316,380,308
41334,317,378,309
41340,318,375,310
41346,319,372,311
41352,321,369,312
41358,322,366,312
41364,324,363,312
41372,326,360,311
41378,330,356,308
41384,334,352,305
41390,337,349,302
41396,341,345,298
41404,345,341,295
41410,349,337,293
41416,353,333,291
41422,357,329,289
41428,361,325,287
41434,364,322,285
41440,368,318,283
41446,372,314,281
41452,373,313,281
41458,369,317,285
41464,365,321,289
41470,361,325,293
41476,357,329,297
41483,356,332,300
41489,357,332,300
41495,358,331,300
41501,359,331,301
41507,360,330,301
41513,361,330,301
41519,361,330,302
41525,361,330,302
41531,360,331,302
41537,360,331,302
41543,359,332,302
41549,358,332,302
41555,358,333,302
41563,358,332,303
41569,358,332,303
41575,358,332,303
41581,359,331,303
41587,359,331,303
41593,359,331,303
41600,359,331,304
41606,359,331,304
41612,358,332,305
41618,354,334,306
41624,350,337,308
41630,346,339,310
41636,342,342,312
41643,339,344,314
41649,339,345,314
41655,339,346,314
41661,338,346,315
41667,338,347,315
41673,338,348,315
41679,337,349,315
41686,337,350,315
41692,336,351,314
41698,335,352,314
41704,334,354,313
41710,333,355,313
