time,pos_x,pos_y,thx,thy,h,target_motor1,target_motor2,target_motor3,speed1,speed2,speed3,thx_original,thy_original
18530,248,450,0.0598777,-0.0802965,120,292,404,305,58,145,58,0.0609651,-0.0590393
18562,249,459,0.0494141,-0.0550193,120,299,383,316,203,609,319,0.0488489,-0.0702248
18610,251,463,0.0433996,-0.0513893,120,303,379,316,116,116,0,0.0513133,-0.0385817
18639,253,465,0.0465106,-0.0338044,120,301,368,327,58,319,319,0.0568491,-0.0390141
18687,254,460,0.0472273,-0.0249533,120,300,363,333,29,145,174,0.0492267,-0.00993167
18736,254,455,0.041917,-0.00875307,120,304,351,341,116,348,232,0.045895,-0.0102067
18767,254,443,0.0401169,0.00686819,120,305,341,349,29,290,232,0.046105,0.0402465
18815,254,429,0.0403002,0.0314002,120,305,327,365,0,406,464,0.046315,0.0283433
18847,255,413,0.0423122,0.0376504,120,303,324,369,58,87,116,0.0523739,0.0696519
18895,254,396,0.0428394,0.0536782,120,303,315,380,0,261,319,0.0432083,0.0469283
18927,254,376,0.0388797,0.0583467,120,306,311,381,87,116,29,0.04696,0.102557
18975,254,361,0.0410463,0.0736193,120,304,303,392,58,232,319,0.04717,0.0517703
19007,253,344,0.0394008,0.0591113,120,305,310,382,29,203,290,0.0415311,0.0963308
19055,252,331,0.0367972,0.0706831,120,307,303,389,58,203,203,0.0433033,0.0535317
19087,252,317,0.0389533,0.0578709,120,305,311,381,58,232,232,0.047025,0.0892092
19135,252,306,0.0410937,0.0672958,120,304,306,388,29,145,203,0.047205,0.0554533
19176,252,297,0.0412508,0.0492639,120,304,317,376,0,319,348,0.047385,0.05824
19224,252,290,0.0414078,0.0475231,120,304,318,375,0,29,29,0.047565,0.0476817
19256,256,293,0.04888,0.0285132,120,299,330,366,145,348,261,0.0711405,0.00579339
19304,274,326,0.0777099,-0.0307609,120,281,378,340,522,700,700,0.121121,-0.108757
19351,284,352,0.0979524,-0.0899877,120,269,426,312,348,700,700,0.0963452,-0.0930176
19383,296,378,0.09492,-0.0994676,120,271,432,306,58,174,174,0.131021,-0.151526
19431,306,404,0.106476,-0.120295,120,264,452,298,203,580,232,0.105875,-0.113348
19463,313,426,0.0941959,-0.110138,120,271,439,299,203,377,29,0.111637,-0.14924
19511,318,441,0.0919877,-0.111688,120,272,440,298,29,29,29,0.0942551,-0.0899153
19543,321,449,0.0822905,-0.0762715,120,278,410,315,174,700,493,0.0943725,-0.082895
19591,322,452,0.0789744,-0.0633211,120,280,400,321,58,290,174,0.0835567,-0.05405
19623,319,451,0.0667084,-0.0426361,120,288,382,329,232,522,232,0.0636984,-0.0395561
19666,310,444,0.0486849,-0.0271907,120,299,365,332,319,493,87,0.0416214,-0.0161167
19697,298,435,0.026095,-0.00704617,120,314,345,336,435,580,116,0.00891355,0.00632984
19745,287,422,0.0149307,0.0057385,120,321,333,340,203,348,116,0.0317878,0.00701628
19777,275,405,0.0184557,0.0220315,120,319,325,351,58,232,319,0.00209355,0.0578958
19825,263,383,0.0079089,0.0478494,120,326,306,363,203,551,348,0.021545,0.0493417
19857,250,360,0.00912061,0.0592307,120,325,300,371,29,174,232,-0.0094175,0.101062
19905,238,339,-0.00151838,0.0759486,120,332,288,378,203,348,203,0.0120107,0.0618974
19953,226,316,0.00910256,0.0588138,120,325,301,371,203,377,203,0.00760074,0.0772415
19985,217,296,0.00416183,0.0769175,120,329,289,381,116,348,290,-0.0003025,0.10766
20034,208,278,0.00358422,0.0828301,120,329,286,384,0,87,87,0.012005,0.07209
20065,202,262,0.00932009,0.0724355,120,325,293,380,116,203,116,0.00830677,0.102552
20113,195,248,0.00880824,0.0794328,120,325,289,384,0,116,116,0.0132933,0.0703733
20145,188,239,0.00633988,0.0627062,120,327,298,372,58,261,348,-0.0035321,0.0745098
20193,194,268,0.0160053,0.014547,120,321,328,346,174,700,700,0.057515,-0.0869233
20223,198,309,0.0511198,-0.123326,120,298,431,279,667,700,700,0.0604833,-0.238745
20270,200,343,0.0477436,-0.175477,120,300,469,251,58,700,700,0.044369,-0.133624
20302,204,379,0.0433709,-0.142173,120,303,442,266,87,700,435,0.059245,-0.21538
20350,209,412,0.0509958,-0.168744,120,298,465,255,145,667,319,0.0569883,-0.153935
20382,215,434,0.0550225,-0.138456,120,295,444,272,87,609,493,0.0739082,-0.167115
20430,0,0,0.0414199,-0.0935532,120,304,406,292,500,500,500,0.0001,0.0001
20462,0,0,8.72672e-05,8.72672e-05,120,331,331,331,500,500,500,0.0001,0.0001
20528,0,0,8.72672e-05,8.72672e-05,120,331,331,331,500,500,500,0.0001,0.0001
20576,0,0,8.72672e-05,8.72672e-05,120,331,331,331,500,500,500,0.0001,0.0001
20590,222,468,0.0124965,-0.0932462,120,323,395,283,232,700,700,0.0397878,-0.298403
20639,223,461,0.036921,-0.178194,120,307,467,246,464,700,700,0.0468217,-0.0354633
20671,228,449,0.0485488,-0.0180585,120,299,359,337,232,700,700,0.0714125,0.00576
20718,234,435,0.0614284,0.00191966,120,291,352,354,232,203,493,0.0685621,-0.0041767
20760,239,418,0.0600713,0.00396226,120,292,350,355,29,58,29,0.0693267,0.0201528
20809,247,392,0.0637846,0.0268467,120,290,337,370,58,377,435,0.0798333,0.0497683
20840,256,360,0.0773011,0.0728227,120,281,315,406,261,638,700,0.104245,0.143769
20889,263,327,0.0841652,0.110716,120,277,296,436,116,551,700,0.0824767,0.096605
20920,269,291,0.0753039,0.113564,120,283,291,434,174,145,58,0.0931232,0.190184
20968,275,254,0.0785845,0.150444,120,281,273,463,58,522,700,0.0845471,0.140535
21000,281,219,0.0781331,0.145113,120,281,275,459,0,58,116,0.0984632,0.212405
21048,285,189,0.0807165,0.162466,120,279,267,474,58,232,435,0.0818017,0.139185
21079,287,162,0.0708251,0.138233,120,285,277,450,174,290,696,0.0800077,0.19282
21127,287,139,0.0666116,0.15135,120,288,269,459,87,232,261,0.069745,0.138711
21159,286,121,0.0593097,0.12784,120,293,279,438,145,290,609,0.0647725,0.16043
21207,283,110,0.0546667,0.124733,120,295,279,433,58,0,145,0.0588289,0.111592
21255,279,98,0.0500468,0.100586,120,298,291,414,87,348,551,0.0546983,0.121835
21293,275,93,0.0462944,0.101639,120,301,289,414,87,58,0,0.0500953,0.106858
21340,270,92,0.0431278,0.0885926,120,303,295,403,58,174,319,0.0482117,0.0919557
21357,264,95,0.0273738,0.0698521,120,313,300,385,290,145,522,0.0012,0.05871
21421,257,99,0.0143877,0.0584249,120,322,303,372,261,87,377,0.0438661,0.0817063
21452,251,107,0.0332938,0.061084,120,309,307,381,377,116,261,0.0279168,0.049024
21499,243,116,0.0247412,0.0462925,120,315,313,368,174,174,377,0.0291288,0.0602518
21516,238,130,0.0173002,0.0156076,120,320,328,347,145,435,609,0.00316,-0.057995
21580,232,143,0.0136119,-0.0156615,120,322,345,327,58,493,580,0.0378745,0.0537806
21612,225,157,0.0256505,0.0338786,120,314,320,361,232,700,700,0.0142025,0.01203
21659,219,173,0.0164809,0.0145966,120,320,328,346,174,232,435,0.0272729,0.0251377
21691,213,189,0.0198363,0.0123183,120,318,331,346,58,87,0,0.014595,-0.005625
21739,209,204,0.0175962,0.00360674,120,319,335,340,29,116,174,0.0301369,0.0216097
21771,207,217,0.0271276,0.0132888,120,313,333,349,174,58,261,0.032785,0.0037975
21814,203,229,0.0262591,0.00883453,120,314,335,346,29,58,87,0.0252645,0.0214536
21861,201,239,0.0244463,0.021885,120,315,327,353,29,232,203,0.032936,0.0315698
21893,200,248,0.0289925,0.0227804,120,312,328,355,87,29,58,0.0337361,0.0163152
21940,199,256,0.0297225,0.0200468,120,311,330,354,29,58,29,0.034638,0.0348938
21973,199,261,0.0311662,0.0309226,120,311,324,361,0,174,203,0.03764,0.0364025
22021,198,266,0.0314336,0.034242,120,310,322,363,29,58,58,0.0331183,0.0443167
22053,195,271,0.0243255,0.0353202,120,315,319,361,145,87,58,0.0184834,0.0335906
22100,195,273,0.0210628,0.0356265,120,317,318,360,58,29,29,0.03426,0.053781
22132,193,276,0.0260291,0.0439291,120,314,315,367,87,87,203,0.0218873,0.0441734
22181,191,279,0.0198663,0.0402347,120,318,315,363,116,0,116,0.0243367,0.049565
22212,188,281,0.0177365,0.0431109,120,319,312,364,29,87,29,0.0131384,0.0491073
22260,185,283,0.0127011,0.0440237,120,323,310,363,116,58,29,0.01709,0.0528467
22292,183,285,0.0143206,0.0448485,120,322,310,364,29,0,29,0.0151923,0.0487873
22335,181,288,0.0136604,0.0420296,120,322,312,362,0,58,58,0.0164798,0.0470421
22367,179,292,0.0130855,0.0378984,120,322,314,359,0,58,87,0.012335,0.036955
22415,178,296,0.0125789,0.0341392,120,323,316,356,29,58,87,0.0181383,0.0429983
22480,177,301,0.0157007,0.0373422,120,321,315,359,58,29,87,0.0177288,0.0424187
22494,176,305,0.0120956,0.025616,120,323,320,351,58,145,232,0.00693214,0.00595357
22560,175,312,0.00861417,0.0139296,120,325,326,343,58,174,232,0.0151346,0.0338873
22574,175,318,0.0137205,0.0118692,120,322,329,343,87,87,0,0.016775,-0.0227321
22639,175,323,0.0143342,-0.00170736,120,322,337,335,0,232,232,0.0158,0.0352531
22655,177,329,0.0207988,0.0128926,120,317,331,346,145,174,319,0.0382217,-0.021905
22720,179,335,0.0278616,-0.00356436,120,313,343,339,116,348,203,0.0206525,0.0278325
22735,182,338,0.0278083,0.0174689,120,313,330,352,0,377,377,0.0519486,0.00602143
22783,184,341,0.0361148,0.012896,120,307,336,352,174,174,0,0.0224633,0.03046
22815,189,342,0.0262696,0.0279765,120,314,324,357,203,348,145,0.0437844,0.0349211
22877,193,342,0.0333389,0.0320862,120,309,324,363,145,0,174,0.0282075,0.040075
22892,197,341,0.0355409,0.0385269,120,308,321,367,29,87,116,0.0631483,0.0514433
22957,200,341,0.0435656,0.041251,120,303,322,372,145,29,145,0.0262338,0.039795
22988,202,341,0.0239861,0.0346295,120,315,319,361,348,87,319,0.0297283,0.03948
23036,204,340,0.0247114,0.0355997,120,315,319,362,0,0,29,0.025789,0.043147
23083,206,341,0.0225648,0.0351834,120,316,318,361,29,29,29,0.025979,0.035248
23115,208,343,0.0239074,0.0281348,120,315,323,357,29,145,116,0.0299327,0.0268523
23163,208,346,0.0225421,0.0230901,120,316,325,353,29,58,116,0.018485,0.025755
23195,210,349,0.0196388,0.0201895,120,318,326,350,58,29,87,0.0297027,0.0184434
23242,212,352,0.02489,0.017294,120,315,330,350,87,116,0,0.0264063,0.022278
23274,214,355,0.024152,0.0174323,120,315,329,350,0,29,0,0.02995,0.0158525
23322,216,357,0.0251354,0.0162101,120,314,330,350,29,29,0,0.0267483,0.0234517
23354,218,359,0.0246727,0.0188493,120,315,329,351,29,29,29,0.0310027,0.0182823
23397,221,360,0.0276618,0.0178211,120,313,330,352,58,29,29,0.0329429,0.0242524
